# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 2M of event 'cycles:P'
# Event count (approx.): 2425279124613
#
# Overhead  Command          Shared Object         Symbol                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
# ........  ...............  ....................  ........................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................
#
     0.00%  GWA              [kernel.kallsyms]     [k] step_into
     0.00%  GWA              libCling.so           [.] llvm::simplifyCFG(llvm::BasicBlock*, llvm::TargetTransformInfo const&, llvm::DomTreeUpdater*, llvm::SimplifyCFGOptions const&, llvm::ArrayRef<llvm::WeakVH>)
     0.00%  GWA              libCling.so           [.] clang::ASTContext::toCharUnitsFromBits(long) const
     0.00%  GWA              libCling.so           [.] llvm::object::ELFFile<llvm::object::ELFType<(llvm::support::endianness)1, true> >::getSection(unsigned int) const
     0.00%  GWA              libCling.so           [.] llvm::DomTreeBuilder::SemiNCAInfo<llvm::DominatorTreeBase<llvm::BasicBlock, false> >::attachNewSubtree(llvm::DominatorTreeBase<llvm::BasicBlock, false>&, llvm::DomTreeNodeBase<llvm::BasicBlock>*) [clone .isra.0]
     0.00%  GWA              libz.so.1.3           [.] 0x0000000000002db1
     0.00%  GWA              libCling.so           [.] std::_Function_handler<llvm::TargetTransformInfo (llvm::Function const&), llvm::TargetMachine::getTargetIRAnalysis()::{lambda(llvm::Function const&)#1}>::_M_invoke(std::_Any_data const&, llvm::Function const&)
     0.00%  GWA              libCling.so           [.] llvm::CallBase::getOperandBundlesAsDefs(llvm::SmallVectorImpl<llvm::OperandBundleDefT<llvm::Value*> >&) const
     0.00%  GWA              libstdc++.so.6.0.33   [.] std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_mutate(unsigned long, unsigned long, char const*, unsigned long)
     0.00%  GWA              libCling.so           [.] llvm::MachineDominatorTree::~MachineDominatorTree()
     0.00%  GWA              libCling.so           [.] llvm::PMDataManager::removeDeadPasses(llvm::Pass*, llvm::StringRef, llvm::PassDebuggingString)
     0.00%  GWA              [kernel.kallsyms]     [k] perf_ctx_enable
     0.00%  GWA              libCling.so           [.] llvm::KnownBits::isUnknown() const
     0.00%  GWA              libCling.so           [.] llvm::Attribute::isStringAttribute() const
     0.00%  GWA              libCling.so           [.] llvm::InjectTLIMappingsLegacy::runOnFunction(llvm::Function&)
     0.00%  GWA              libCling.so           [.] llvm::SmallVectorImpl<char>::swap(llvm::SmallVectorImpl<char>&)
     0.00%  GWA              [kernel.kallsyms]     [k] __kmalloc
     0.00%  GWA              libCling.so           [.] llvm::APInt::APInt(unsigned int, unsigned long, bool) [clone .constprop.1]
     0.00%  GWA              libCling.so           [.] clang::Stmt::children()
     0.00%  GWA              libCling.so           [.] llvm::initializeFuncletLayoutPass(llvm::PassRegistry&)
     0.00%  GWA              libCling.so           [.] clang::CXXRecordDecl::getDestructor() const
     0.00%  GWA              libCling.so           [.] llvm::SmallPtrSetImplBase::Grow(unsigned int)
     0.00%  GWA              libCling.so           [.] clang::CodeGen::CodeGenTypes::ConvertRecordDeclType(clang::RecordDecl const*)
     0.00%  GWA              libCling.so           [.] llvm::SelectionDAG::transferDbgValues(llvm::SDValue, llvm::SDValue, unsigned int, unsigned int, bool)
     0.00%  GWA              libCling.so           [.] (anonymous namespace)::DeadMachineInstructionElim::eliminateDeadMI(llvm::MachineFunction&)
     0.00%  GWA              libCling.so           [.] llvm::raw_ostream::preferred_buffer_size() const
     0.00%  GWA              libCling.so           [.] llvm::MachineLoopInfo& llvm::Pass::getAnalysis<llvm::MachineLoopInfo>() const
     0.00%  GWA              libCling.so           [.] llvm::Value::stripPointerCasts() const
     0.00%  GWA              libCling.so           [.] clang::ASTReader::CompleteRedeclChain(clang::Decl const*)
     0.00%  GWA              libCling.so           [.] (anonymous namespace)::CVPLatticeFunc::ComputeInstructionState(llvm::Instruction&, llvm::DenseMap<llvm::PointerIntPair<llvm::Value*, 2u, (anonymous namespace)::IPOGrouping, llvm::PointerLikeTypeTraits<llvm::Value*>, llvm::PointerIntPairInfo<llvm::Value*, 2u, llvm::PointerLikeTypeTraits<llvm::Value*> > >, (anonymous namespace)::CVPLatticeVal, llvm::DenseMapInfo<llvm::PointerIntPair<llvm::Value*, 2u, (anonymous namespace)::IPOGrouping, llvm::PointerLikeTypeTraits<llvm::Value*>, llvm::PointerIntPairInfo<llvm::Value*, 2u, llvm::PointerLikeTypeTraits<llvm::Value*> > > >, llvm::detail::DenseMapPair<llvm::PointerIntPair<llvm::Value*, 2u, (anonymous namespace)::IPOGrouping, llvm::PointerLikeTypeTraits<llvm::Value*>, llvm::PointerIntPairInfo<llvm::Value*, 2u, llvm::PointerLikeTypeTraits<llvm::Value*> > >, (anonymous namespace)::CVPLatticeVal> >&, llvm::SparseSolver<llvm::PointerIntPair<llvm::Value*, 2u, (anonymous namespace)::IPOGrouping, llvm::PointerLikeTypeTraits<llvm::Value*>, llvm::PointerIntPairInfo<llvm::Value*, 2u, llvm::PointerLikeTypeTraits<llvm::Value*> > >, (anonymous namespace)::CVPLatticeVal, llvm::LatticeKeyInfo<llvm::PointerIntPair<llvm::Value*, 2u, (anonymous namespace)::IPOGrouping, llvm::PointerLikeTypeTraits<llvm::Value*>, llvm::PointerIntPairInfo<llvm::Value*, 2u, llvm::PointerLikeTypeTraits<llvm::Value*> > > > >&)
     0.00%  GWA              libCling.so           [.] llvm::InstCombinerImpl::visitGetElementPtrInst(llvm::GetElementPtrInst&)
     0.00%  GWA              libCling.so           [.] (anonymous namespace)::ScalarExprEmitter::EmitNullValue(clang::QualType) [clone .isra.0]
     0.00%  GWA              libCling.so           [.] llvm::SelectionDAG::ReplaceAllUsesOfValueWith(llvm::SDValue, llvm::SDValue)
     0.00%  GWA              libCling.so           [.] clang::ExternalASTSource::hasExternalDefinitions(clang::Decl const*)
     0.00%  GWA              [kernel.kallsyms]     [k] rs_drv_get_rate
     0.00%  GWA              ld-linux-x86-64.so.2  [.] check_match
     0.00%  GWA              libCling.so           [.] getInterestingTagDecl(clang::TagDecl*)
     0.00%  GWA              libCling.so           [.] clang::Decl::operator new(unsigned long, clang::ASTContext const&, unsigned int, unsigned long)
     0.00%  GWA              libCling.so           [.] clang::Lexer::getCharAndSize(char const*, unsigned int&)
     0.00%  GWA              libCling.so           [.] ROOT::GetROOT()@plt
     0.00%  GWA              libCling.so           [.] llvm::RuntimeDyldImpl::finalizeAsync(std::unique_ptr<llvm::RuntimeDyldImpl, std::default_delete<llvm::RuntimeDyldImpl> >, llvm::unique_function<void (llvm::object::OwningBinary<llvm::object::ObjectFile>, std::unique_ptr<llvm::RuntimeDyld::LoadedObjectInfo, std::default_delete<llvm::RuntimeDyld::LoadedObjectInfo> >, llvm::Error)>, llvm::object::OwningBinary<llvm::object::ObjectFile>, std::unique_ptr<llvm::RuntimeDyld::LoadedObjectInfo, std::default_delete<llvm::RuntimeDyld::LoadedObjectInfo> >)
     0.00%  GWA              libCling.so           [.] clang::sema::FunctionScopeInfo::~FunctionScopeInfo()
     0.00%  GWA              libCling.so           [.] clang::Redeclarable<clang::TranslationUnitDecl>::DeclLink::getPrevious(clang::TranslationUnitDecl const*) const
     0.00%  GWA              libCling.so           [.] llvm::RuntimeDyldImpl::finalizeAsync(std::unique_ptr<llvm::RuntimeDyldImpl, std::default_delete<llvm::RuntimeDyldImpl> >, llvm::unique_function<void (llvm::object::OwningBinary<llvm::object::ObjectFile>, std::unique_ptr<llvm::RuntimeDyld::LoadedObjectInfo, std::default_delete<llvm::RuntimeDyld::LoadedObjectInfo> >, llvm::Error)>, llvm::object::OwningBinary<llvm::object::ObjectFile>, std::unique_ptr<llvm::RuntimeDyld::LoadedObjectInfo, std::default_delete<llvm::RuntimeDyld::LoadedObjectInfo> >)::{lambda(llvm::Expected<std::map<llvm::StringRef, llvm::JITEvaluatedSymbol, std::less<llvm::StringRef>, std::allocator<std::pair<llvm::StringRef const, llvm::JITEvaluatedSymbol> > > >)#1}::operator()(llvm::Expected<std::map<llvm::StringRef, llvm::JITEvaluatedSymbol, std::less<llvm::StringRef>, std::allocator<std::pair<llvm::StringRef const, llvm::JITEvaluatedSymbol> > > >)
     0.00%  GWA              libCling.so           [.] llvm::TypeBasedAAResult::pointsToConstantMemory(llvm::MemoryLocation const&, llvm::AAQueryInfo&, bool)
     0.00%  GWA              libCling.so           [.] llvm::RegisterRegAlloc::~RegisterRegAlloc()
     0.00%  GWA              libCling.so           [.] llvm::DebugHandlerBase::beginModule(llvm::Module*)
     0.00%  GWA              libz.so.1.3           [.] 0x0000000000003e25
     0.00%  GWA              libCling.so           [.] llvm::MCELFStreamer::emitLabel(llvm::MCSymbol*, llvm::SMLoc)
     0.00%  GWA              libCling.so           [.] llvm::hash_value(llvm::StringRef)
     0.00%  GWA              libCling.so           [.] adjustGVALinkageForAttributes(clang::ASTContext const&, clang::Decl const*, clang::GVALinkage)
     0.00%  GWA              libc.so.6             [.] __cxa_finalize
     0.00%  GWA              libCling.so           [.] llvm::SCCPInstVisitor::visitLoadInst(llvm::LoadInst&)
     0.00%  GWA              libCling.so           [.] llvm::MCAsmLayout::ensureValid(llvm::MCFragment const*) const
     0.00%  GWA              libCling.so           [.] computeKnownBitsFromOperator(llvm::Operator const*, llvm::APInt const&, llvm::KnownBits&, unsigned int, (anonymous namespace)::Query const&)
     0.00%  GWA              libCling.so           [.] clang::ASTContext::getCanonicalTemplateArgument(clang::TemplateArgument const&) const
     0.00%  GWA              libCling.so           [.] (anonymous namespace)::PHIElimination::runOnMachineFunction(llvm::MachineFunction&)
     0.00%  GWA              libCling.so           [.] llvm::FoldingSet<clang::PackExpansionType>::NodeEquals(llvm::FoldingSetBase const*, llvm::FoldingSetBase::Node*, llvm::FoldingSetNodeID const&, unsigned int, llvm::FoldingSetNodeID&)
     0.00%  GWA              libCling.so           [.] llvm::EliminateDuplicatePHINodes(llvm::BasicBlock*)
     0.00%  GWA              libz.so.1.3           [.] 0x0000000000002639
     0.00%  GWA              libCling.so           [.] clang::serialization::needsAnonymousDeclarationNumber(clang::NamedDecl const*)
     0.00%  GWA              libCling.so           [.] llvm::hash_code llvm::hash_combine<llvm::MachineOperand::MachineOperandType, unsigned int, unsigned int, bool>(llvm::MachineOperand::MachineOperandType const&, unsigned int const&, unsigned int const&, bool const&)
     0.00%  GWA              [kernel.kallsyms]     [k] mas_leaf_max_gap
     0.00%  GWA              libCling.so           [.] llvm::DataLayout::getAlignment(llvm::Type*, bool) const
     0.00%  GWA              libCling.so           [.] clang::FunctionDecl::getCanonicalDecl()
     0.00%  GWA              libCling.so           [.] clang::CXXRecordDecl::setBases(clang::CXXBaseSpecifier const* const*, unsigned int)
     0.00%  GWA              libCling.so           [.] clang::Expr** std::__find_if<clang::Expr**, __gnu_cxx::__ops::_Iter_equals_val<clang::Expr* const> >(clang::Expr**, clang::Expr**, __gnu_cxx::__ops::_Iter_equals_val<clang::Expr* const>, std::random_access_iterator_tag) [clone .isra.0]
     0.00%  GWA              libCling.so           [.] clang::ASTDeclReader::VisitRedeclarableTemplateDecl(clang::RedeclarableTemplateDecl*)
     0.00%  GWA              libCling.so           [.] (anonymous namespace)::MachineCopyPropagation::ReadRegister(llvm::MCRegister, llvm::MachineInstr&, (anonymous namespace)::MachineCopyPropagation::DebugType)
     0.00%  GWA              [kernel.kallsyms]     [k] in_group_p
     0.00%  GWA              libCling.so           [.] (anonymous namespace)::PostRAMachineSinking::getRequiredProperties() const
     0.00%  GWA              libCling.so           [.] llvm::DAGTypeLegalizer::run()
     0.00%  GWA              ld-linux-x86-64.so.2  [.] _dl_fixup
     0.00%  GWA              libCling.so           [.] (anonymous namespace)::X86CallFrameOptimization::runOnMachineFunction(llvm::MachineFunction&)
     0.00%  GWA              libCling.so           [.] clang::ContinuousRangeMap<unsigned int, clang::serialization::ModuleFile*, 4u>::insert(std::pair<unsigned int, clang::serialization::ModuleFile*> const&)
     0.00%  GWA              libCling.so           [.] (anonymous namespace)::find_first_component(llvm::StringRef, llvm::sys::path::Style)
     0.00%  GWA              libCling.so           [.] llvm::ScheduleDAGSDNodes::RegDefIter::InitNodeNumDefs()
     0.00%  GWA              libCling.so           [.] clang::Sema::MaybeBindToTemporary(clang::Expr*) [clone .part.0]
     0.00%  GWA              libCling.so           [.] __errno_location@plt
     0.00%  GWA              libz.so.1.3           [.] 0x0000000000002ddb
     0.00%  GWA              libCling.so           [.] clang::NestedNameSpecifierLoc::getSourceRange() const
     0.00%  GWA              libc.so.6             [.] _int_realloc
     0.00%  GWA              libCling.so           [.] bool llvm::DenseMapBase<llvm::DenseMap<clang::CXXMethodDecl const*, (anonymous namespace)::ItaniumVTableBuilder::MethodInfo, llvm::DenseMapInfo<clang::CXXMethodDecl const*>, llvm::detail::DenseMapPair<clang::CXXMethodDecl const*, (anonymous namespace)::ItaniumVTableBuilder::MethodInfo> >, clang::CXXMethodDecl const*, (anonymous namespace)::ItaniumVTableBuilder::MethodInfo, llvm::DenseMapInfo<clang::CXXMethodDecl const*>, llvm::detail::DenseMapPair<clang::CXXMethodDecl const*, (anonymous namespace)::ItaniumVTableBuilder::MethodInfo> >::LookupBucketFor<clang::CXXMethodDecl const*>(clang::CXXMethodDecl const* const&, llvm::detail::DenseMapPair<clang::CXXMethodDecl const*, (anonymous namespace)::ItaniumVTableBuilder::MethodInfo> const*&) const
     0.00%  GWA              libCling.so           [.] llvm::ScheduleDAGSDNodes::BuildSchedUnits()
     0.00%  GWA              libCling.so           [.] clang::CodeGen::CodeGenFunction::EmitAnyExpr(clang::Expr const*, clang::CodeGen::AggValueSlot, bool)
     0.00%  GWA              libCling.so           [.] clang::ASTReader::getInputFile(clang::serialization::ModuleFile&, unsigned int, bool)
     0.00%  GWA              libCling.so           [.] llvm::BlockFrequencyInfoImpl<llvm::MachineBasicBlock>::initializeRPOT()
     0.00%  GWA              libCling.so           [.] llvm::Mangler::getNameWithPrefix(llvm::raw_ostream&, llvm::GlobalValue const*, bool) const
     0.00%  GWA              libCling.so           [.] clang::FileManager::addAncestorsAsVirtualDirs(llvm::StringRef)
     0.00%  GWA              libCling.so           [.] clang::SourceManager::AllocateLoadedSLocEntries(unsigned int, unsigned int)
     0.00%  GWA              libCling.so           [.] clang::Sema::hasVisibleDefinition(clang::NamedDecl*, clang::NamedDecl**, bool)
     0.00%  GWA              libCling.so           [.] llvm::IDFCalculatorBase<llvm::BasicBlock, false>::calculate(llvm::SmallVectorImpl<llvm::BasicBlock*>&)
     0.00%  GWA              libCling.so           [.] llvm::ConstantExpr::getCast(unsigned int, llvm::Constant*, llvm::Type*, bool)
     0.00%  GWA              libz.so.1.3           [.] malloc@plt
     0.00%  GWA              libCling.so           [.] llvm::DenseMap<llvm::Value*, llvm::ValueLatticeElement, llvm::DenseMapInfo<llvm::Value*>, llvm::detail::DenseMapPair<llvm::Value*, llvm::ValueLatticeElement> >::grow(unsigned int)
     0.00%  GWA              libCling.so           [.] llvm::po_iterator<llvm::BasicBlock const*, llvm::SmallPtrSet<llvm::BasicBlock const*, 8u>, false, llvm::GraphTraits<llvm::BasicBlock const*> >::traverseChild()
     0.00%  GWA              libCling.so           [.] llvm::MemorySSA::renameBlock(llvm::BasicBlock*, llvm::MemoryAccess*, bool)
     0.00%  GWA              libCling.so           [.] llvm::ConstantDataSequential::isElementTypeCompatible(llvm::Type*)
     0.00%  GWA              libCling.so           [.] llvm::BasicBlock::getModule() const
     0.00%  GWA              libCling.so           [.] llvm::SmallPtrSetImpl<llvm::BasicBlock*>::insert(llvm::BasicBlock*)
     0.00%  GWA              libCling.so           [.] (anonymous namespace)::CXXNameMangler::addSubstitution(clang::QualType)
     0.00%  GWA              libCling.so           [.] llvm::DenseMap<unsigned long, unsigned int, llvm::DenseMapInfo<unsigned long>, llvm::detail::DenseMapPair<unsigned long, unsigned int> >::grow(unsigned int)
     0.00%  GWA              libCling.so           [.] llvm::ConstantFoldCastInstruction(unsigned int, llvm::Constant*, llvm::Type*)
     0.00%  GWA              libCling.so           [.] llvm::MemorySSA::buildMemorySSA(llvm::BatchAAResults&)
     0.00%  GWA              [kernel.kallsyms]     [k] evdev_events
     0.00%  GWA              libCling.so           [.] (anonymous namespace)::DAGCombiner::SearchForAndLoads(llvm::SDNode*, llvm::SmallVectorImpl<llvm::LoadSDNode*>&, llvm::SmallPtrSetImpl<llvm::SDNode*>&, llvm::ConstantSDNode*, llvm::SDNode*&)
     0.00%  GWA              libCling.so           [.] llvm::BasicBlock::getTerminator() const
     0.00%  GWA              [kernel.kallsyms]     [k] sprintf
     0.00%  GWA              libCling.so           [.] llvm::SelectionDAG::isUndef(unsigned int, llvm::ArrayRef<llvm::SDValue>)
     0.00%  GWA              libCling.so           [.] std::pair<llvm::StringMapIterator<llvm::ErrorOr<clang::DirectoryEntry&> >, bool> llvm::StringMap<llvm::ErrorOr<clang::DirectoryEntry&>, llvm::BumpPtrAllocatorImpl<llvm::MallocAllocator, 4096ul, 4096ul, 128ul> >::try_emplace<llvm::ErrorOr<clang::DirectoryEntry&> >(llvm::StringRef, llvm::ErrorOr<clang::DirectoryEntry&>&&)
     0.00%  GWA              libCling.so           [.] readULEB(unsigned char const*&)
     0.00%  GWA              libCling.so           [.] llvm::NamedMDNode::getOperand(unsigned int) const
     0.00%  GWA              libCling.so           [.] bool llvm::DenseMapBase<llvm::DenseMap<llvm::BasicBlock*, llvm::DomTreeBuilder::SemiNCAInfo<llvm::DominatorTreeBase<llvm::BasicBlock, false> >::InfoRec, llvm::DenseMapInfo<llvm::BasicBlock*>, llvm::detail::DenseMapPair<llvm::BasicBlock*, llvm::DomTreeBuilder::SemiNCAInfo<llvm::DominatorTreeBase<llvm::BasicBlock, false> >::InfoRec> >, llvm::BasicBlock*, llvm::DomTreeBuilder::SemiNCAInfo<llvm::DominatorTreeBase<llvm::BasicBlock, false> >::InfoRec, llvm::DenseMapInfo<llvm::BasicBlock*>, llvm::detail::DenseMapPair<llvm::BasicBlock*, llvm::DomTreeBuilder::SemiNCAInfo<llvm::DominatorTreeBase<llvm::BasicBlock, false> >::InfoRec> >::LookupBucketFor<llvm::BasicBlock*>(llvm::BasicBlock* const&, llvm::detail::DenseMapPair<llvm::BasicBlock*, llvm::DomTreeBuilder::SemiNCAInfo<llvm::DominatorTreeBase<llvm::BasicBlock, false> >::InfoRec> const*&) const
     0.00%  GWA              libCling.so           [.] llvm::Value::stripAndAccumulateConstantOffsets(llvm::DataLayout const&, llvm::APInt&, bool, llvm::function_ref<bool (llvm::Value&, llvm::APInt&)>) const
     0.00%  GWA              libCling.so           [.] std::_Function_handler<bool (llvm::MachineOperand const&), llvm::phys_regs_and_masks(llvm::MachineInstr const&)::{lambda(llvm::MachineOperand const&)#1}>::_M_invoke(std::_Any_data const&, llvm::MachineOperand const&)
     0.00%  GWA              libCling.so           [.] llvm::DomTreeBuilder::SemiNCAInfo<llvm::DominatorTreeBase<llvm::BasicBlock, false> >::runSemiNCA(llvm::DominatorTreeBase<llvm::BasicBlock, false>&, unsigned int)
     0.00%  GWA              libCling.so           [.] void std::vector<llvm::MachineBasicBlock::RegisterMaskPair, std::allocator<llvm::MachineBasicBlock::RegisterMaskPair> >::_M_realloc_insert<llvm::MachineBasicBlock::RegisterMaskPair>(__gnu_cxx::__normal_iterator<llvm::MachineBasicBlock::RegisterMaskPair*, std::vector<llvm::MachineBasicBlock::RegisterMaskPair, std::allocator<llvm::MachineBasicBlock::RegisterMaskPair> > >, llvm::MachineBasicBlock::RegisterMaskPair&&)
     0.00%  GWA              ld-linux-x86-64.so.2  [.] _dl_runtime_resolve_xsavec
     0.00%  GWA              libCling.so           [.] llvm::DiagnosticHandler::isAnalysisRemarkEnabled(llvm::StringRef) const
     0.00%  GWA              libCling.so           [.] llvm::legacy::PassManagerImpl::run(llvm::Module&)
     0.00%  GWA              libCling.so           [.] IsStandardConversion(clang::Sema&, clang::Expr*, clang::QualType, bool, clang::StandardConversionSequence&, bool, bool)
     0.00%  GWA              libCling.so           [.] llvm::DenseMap<clang::FileEntry const*, llvm::detail::DenseSetEmpty, llvm::DenseMapInfo<clang::FileEntry const*>, llvm::detail::DenseSetPair<clang::FileEntry const*> >::grow(unsigned int)
     0.00%  GWA              libz.so.1.3           [.] 0x000000000000381f
     0.00%  GWA              libCling.so           [.] clang::StreamingDiagnostic::AddString(llvm::StringRef) const
     0.00%  GWA              libCling.so           [.] llvm::SmallPtrSetImplBase::SmallPtrSetImplBase(void const**, llvm::SmallPtrSetImplBase const&)
     0.00%  GWA              libCore.so            [.] TPluginManager::RemoveHandler(char const*, char const*)
     0.00%  GWA              [kernel.kallsyms]     [k] do_read_fault
     0.00%  GWA              libCling.so           [.] llvm::sys::path::reverse_iterator::operator++()
     0.00%  GWA              libCling.so           [.] clang::Module::getExportedModules(llvm::SmallVectorImpl<clang::Module*>&) const
     0.00%  GWA              libCling.so           [.] clang::Sema::CppLookupName(clang::LookupResult&, clang::Scope*)
     0.00%  GWA              libCling.so           [.] clang::ASTReader::ReadBlockAbbrevs(llvm::BitstreamCursor&, unsigned int, unsigned long*)
     0.00%  GWA              libCling.so           [.] llvm::createX86_64AsmBackend(llvm::Target const&, llvm::MCSubtargetInfo const&, llvm::MCRegisterInfo const&, llvm::MCTargetOptions const&)
     0.00%  GWA              [kernel.kallsyms]     [k] __rseq_handle_notify_resume
     0.00%  GWA              libCling.so           [.] llvm::errorToErrorCode(llvm::Error)
     0.00%  GWA              libCling.so           [.] clang::Parser::ParseDeclGroup(clang::ParsingDeclSpec&, clang::DeclaratorContext, clang::SourceLocation*, clang::Parser::ForRangeInit*)
     0.00%  GWA              [kernel.kallsyms]     [k] free_unref_page_list
     0.00%  GWA              [kernel.kallsyms]     [k] obj_cgroup_uncharge
     0.00%  GWA              [kernel.kallsyms]     [k] lru_gen_del_folio.constprop.0
     0.00%  GWA              [kernel.kallsyms]     [k] __slab_free
     0.00%  GWA              libCling.so           [.] cling::Interpreter::getSema() const
     0.00%  GWA              [kernel.kallsyms]     [k] free_swap_cache
     0.00%  GWA              libCling.so           [.] clang::Sema::LookupQualifiedName(clang::LookupResult&, clang::DeclContext*, clang::CXXScopeSpec&)
     0.00%  GWA              libCling.so           [.] clang::TypeLoc::getBeginLoc() const
     0.00%  GWA              libCling.so           [.] clang::TypeLocVisitor<(anonymous namespace)::TypeLocRanger, clang::SourceRange>::Visit(clang::TypeLoc) [clone .isra.0]
     0.00%  GWA              libCling.so           [.] clang::FileManager::FixupRelativePath(llvm::SmallVectorImpl<char>&) const
     0.00%  GWA              libCling.so           [.] clang::ASTReader::UpdateSema()
     0.00%  GWA              libCling.so           [.] clang::CastExpr::getSubExprAsWritten()
     0.00%  GWA              libCling.so           [.] clang::Decl::getIdentifierNamespaceForKind(clang::Decl::Kind)
     0.00%  GWA              libCling.so           [.] void std::vector<std::shared_ptr<llvm::BitCodeAbbrev>, std::allocator<std::shared_ptr<llvm::BitCodeAbbrev> > >::_M_realloc_insert<std::shared_ptr<llvm::BitCodeAbbrev> >(__gnu_cxx::__normal_iterator<std::shared_ptr<llvm::BitCodeAbbrev>*, std::vector<std::shared_ptr<llvm::BitCodeAbbrev>, std::allocator<std::shared_ptr<llvm::BitCodeAbbrev> > > >, std::shared_ptr<llvm::BitCodeAbbrev>&&)
     0.00%  GWA              libCling.so           [.] clang::ASTReader::get(llvm::StringRef)
     0.00%  GWA              libCling.so           [.] clang::targets::X86_64TargetInfo::getDefaultCallingConv() const
     0.00%  GWA              libCling.so           [.] clang::VarDecl::getInit()
     0.00%  GWA              libz.so.1.3           [.] 0x0000000000002574
     0.00%  GWA              libCling.so           [.] llvm::DenseMapBase<llvm::DenseMap<clang::Type const*, llvm::MDNode*, llvm::DenseMapInfo<clang::Type const*>, llvm::detail::DenseMapPair<clang::Type const*, llvm::MDNode*> >, clang::Type const*, llvm::MDNode*, llvm::DenseMapInfo<clang::Type const*>, llvm::detail::DenseMapPair<clang::Type const*, llvm::MDNode*> >::FindAndConstruct(clang::Type const* const&)
     0.00%  GWA              [kernel.kallsyms]     [k] mas_spanning_rebalance.isra.0
     0.00%  GWA              libCling.so           [.] llvm::SectionMemoryManager::applyMemoryGroupPermissions(llvm::SectionMemoryManager::MemoryGroup&, unsigned int) [clone .part.0]
     0.00%  GWA              libCling.so           [.] clang::ASTDeclReader::VisitDeclaratorDecl(clang::DeclaratorDecl*)
     0.00%  GWA              libCling.so           [.] llvm::RuntimeDyldImpl::loadObjectImpl(llvm::object::ObjectFile const&)
     0.00%  GWA              libCling.so           [.] (anonymous namespace)::LiveRangeShrink::runOnMachineFunction(llvm::MachineFunction&) [clone .part.0]
     0.00%  GWA              libCling.so           [.] llvm::MachineModuleInfoWrapperPass& llvm::Pass::getAnalysis<llvm::MachineModuleInfoWrapperPass>() const
     0.00%  GWA              libCling.so           [.] llvm::legacy::FunctionPassManagerImpl::doFinalization(llvm::Module&)
     0.00%  GWA              libCling.so           [.] clang::Sema::DiagnoseMisalignedMembers()
     0.00%  GWA              libCling.so           [.] clang::CodeGen::CodeGenTypes::addRecordTypeName(clang::RecordDecl const*, llvm::StructType*, llvm::StringRef)
     0.00%  GWA              libCore.so            [.] void std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_M_realloc_insert<char const*&>(__gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >, char const*&)
     0.00%  GWA              libCling.so           [.] llvm::SmallVectorTemplateBase<clang::Type*, true>::push_back(clang::Type*)
     0.00%  GWA              libCling.so           [.] llvm::X86TargetLowering::LowerFormalArguments(llvm::SDValue, unsigned int, bool, llvm::SmallVectorImpl<llvm::ISD::InputArg> const&, llvm::SDLoc const&, llvm::SelectionDAG&, llvm::SmallVectorImpl<llvm::SDValue>&) const
     0.00%  GWA              libCling.so           [.] llvm::X86TargetMachine::getTargetTransformInfo(llvm::Function const&)
     0.00%  GWA              libCling.so           [.] llvm::PMDataManager::~PMDataManager()
     0.00%  GWA              libCling.so           [.] (anonymous namespace)::X86CmovConverterPass::runOnMachineFunction(llvm::MachineFunction&) [clone .part.0]
     0.00%  GWA              libCling.so           [.] llvm::ScalarEvolution::~ScalarEvolution()
     0.00%  GWA              libCling.so           [.] clang::Sema::adjustContextForLocalExternDecl(clang::DeclContext*&)
     0.00%  GWA              libCling.so           [.] llvm::checkForCycles(llvm::SDNode const*, llvm::SelectionDAG const*, bool)
     0.00%  GWA              libCling.so           [.] llvm::orc::JITDylib::getDFSLinkOrder(llvm::ArrayRef<llvm::IntrusiveRefCntPtr<llvm::orc::JITDylib> >)::{lambda()#1}::operator()() const
     0.00%  GWA              libCling.so           [.] clang::CodeGen::CodeGenModule::GetOrCreateLLVMGlobal(llvm::StringRef, llvm::Type*, unsigned int, clang::VarDecl const*, clang::CodeGen::ForDefinition_t)
     0.00%  GWA              libCling.so           [.] getFoldedCast(llvm::Instruction::CastOps, llvm::Constant*, llvm::Type*, bool)
     0.00%  GWA              libCling.so           [.] llvm::PMDataManager::freePass(llvm::Pass*, llvm::StringRef, llvm::PassDebuggingString)
     0.00%  GWA              libCling.so           [.] llvm::AsmPrinter::AsmPrinter(llvm::TargetMachine&, std::unique_ptr<llvm::MCStreamer, std::default_delete<llvm::MCStreamer> >)
